   8.5411095e+00   1.8161306e+01
   1.2294656e+01   2.0228829e+01
   1.1195729e+01   2.0549145e+01
   7.4374375e+00   1.8970491e+01
   5.5934715e+00   1.9082818e+01
   8.8575074e+00   1.6536468e+01
   1.0427993e+01   2.5182817e+01
   1.1884754e+01   2.4936910e+01
   1.0187451e+01   2.0524466e+01
   7.7553766e+00   1.7152963e+01
   1.0612316e+01   1.9215007e+01
   7.6553303e+00   1.9320871e+01
   8.0780669e+00   1.6688856e+01
   8.6925300e+00   1.7768764e+01
   7.5412127e+00   1.9308447e+01
   9.4580697e+00   2.0329958e+01
   8.2000999e+00   1.9993595e+01
   9.4286277e+00   2.0438092e+01
   9.0751569e+00   1.8273363e+01
   9.1804296e+00   1.8152734e+01
   8.9929220e+00   2.0585657e+01
   1.2466594e+01   2.1124214e+01
   1.1220610e+01   2.3593929e+01
   1.0118144e+01   2.1699548e+01
   7.0661065e+00   1.7641550e+01
   6.7483935e+00   1.6754846e+01
   6.0704952e+00   1.6801730e+01
   1.5210392e+01   3.2263747e+01
   1.1944750e+01   2.1719876e+01
   1.0513962e+01   1.7400774e+01
   8.0515191e+00   2.1881724e+01
   7.7072712e+00   1.8926963e+01
   1.1095279e+01   1.9799456e+01
   1.3130168e+01   2.8364838e+01
   6.6133127e+00   1.7715214e+01
   9.1012053e+00   1.9689613e+01
   9.8314159e+00   1.8275728e+01
   6.0160056e+00   1.3886145e+01
   1.1682491e+01   1.8145663e+01
   9.1706822e+00   1.8324843e+01
   1.3824362e+01   2.1718157e+01
   9.2182025e+00   2.0513713e+01
   1.0818364e+01   2.0183108e+01
   7.7151437e+00   2.1253127e+01
   8.7502724e+00   2.1771437e+01
   7.6625543e+00   1.7990575e+01
   1.0785151e+01   2.0219623e+01
   1.2603679e+01   2.4908011e+01
   8.8127165e+00   1.6519701e+01
   1.0872751e+01   2.2220148e+01
   8.9912750e+00   1.7653049e+01
   1.0204215e+01   1.9403570e+01
   1.2392501e+01   2.1048896e+01
   1.0240566e+01   2.1391824e+01
   7.9263132e+00   1.6370126e+01
   8.2857935e+00   1.6158671e+01
   9.6602514e+00   2.0766208e+01
   9.6166634e+00   1.8769806e+01
   8.2683696e+00   1.8991544e+01
   1.0361328e+01   1.9657550e+01
   1.2533057e+01   2.3072138e+01
   9.4976614e+00   1.4368763e+01
   9.5908599e+00   2.0522588e+01
   5.5969562e+00   1.9304078e+01
   8.4509738e+00   2.0529552e+01
   7.2134548e+00   1.9035248e+01
   9.2275307e+00   1.8748068e+01
   1.1051173e+01   2.1413169e+01
   1.3046539e+01   2.3535038e+01
   1.3596989e+01   2.3789775e+01
   9.7662315e+00   1.8105294e+01
   9.3596076e+00   1.8655103e+01
   1.1635033e+01   2.1285482e+01
   1.0980318e+01   2.0019012e+01
   1.1530502e+01   2.3204176e+01
   1.1556558e+01   2.6633257e+01
   7.0393897e+00   1.4392721e+01
   1.1080728e+01   2.1337408e+01
   9.8169220e+00   1.6932164e+01
   8.4794952e+00   2.1084512e+01
   8.6128091e+00   2.1432632e+01
   1.2562916e+01   1.9237830e+01
   8.3805248e+00   2.2267894e+01
   7.5263633e+00   1.5356966e+01
   1.0429373e+01   2.0883011e+01
   1.4021544e+01   2.6219402e+01
   1.0051109e+01   2.0345486e+01
   1.0616599e+01   2.5207930e+01
   8.1235056e+00   2.3628621e+01
   1.3348432e+01   2.3625067e+01
